id,label,properties
2006,place,latitude,53.1673127,longitude,5.9703906,name,Garyp
4046,place,latitude,52.0116076,longitude,4.58769830000006,name,Zevenhuizen
1383,place,latitude,51.6601559,longitude,4.513071800000034,name,No name
4126,place,latitude,50.503887,longitude,4.469936,name,No name
3686,place,latitude,51.2893698,longitude,5.3258872,name,Luyksgestel
1386,place,latitude,51.8018021,longitude,5.335490899999968,name,Rossum
2671,place,latitude,50.8155841,longitude,5.8914093,name,Gulpen
3012,place,latitude,52.2765024,longitude,6.271990899999992,name,Lettele
2339,place,latitude,51.569362,longitude,5.3723188,name,Liempde
2568,place,latitude,51.5135768,longitude,6.0854637,name,Meerlo
1283,place,latitude,52.0789297,longitude,5.488064500000064,name,Scherpenzeel
3979,place,latitude,52.0459962,longitude,4.7235288,name,Reeuwijk
968,place,latitude,51.8170069,longitude,5.003750800000034,name,No name
116,place,latitude,,longitude,,name,Tessin
1279,place,latitude,51.7867535,longitude,5.238332300000025,name,Bruchem
1557,place,latitude,51.4826537,longitude,5.2321687,name,No name
1758,place,latitude,51.4983177,longitude,3.9124103,name,Kloetinge
85,place,latitude,,longitude,,name,Gallin
458,place,latitude,55.36278196,longitude,11.25718547,name,Foerlev
916,place,latitude,53.2012334,longitude,5.7999133,name,Leeuwarden
2460,place,latitude,53.238471,longitude,5.9914692,name,Feanwâlden
3750,place,latitude,52.0177649,longitude,5.0403003,name,IJsselstein
3769,place,latitude,51.9184658,longitude,4.9899362,name,Meerkerk
3580,place,latitude,51.4271276,longitude,5.4236264,name,Veldhoven
1360,place,latitude,51.8114711,longitude,5.313974899999948,name,Hurwenen
453,place,latitude,55.59752102,longitude,12.24081087,name,Greve
1006,place,latitude,51.8186409,longitude,5.09349829999996,name,Brakel
946,place,latitude,52.132633,longitude,5.29126599999995,name,No name
3182,place,latitude,51.8081653,longitude,4.891848,name,Werkendam
3953,place,latitude,51.8744633,longitude,4.9753367,name,Hoogblokland
592,place,latitude,55.28925738,longitude,9.440831234,name,Bramdrup ved Kolding
3206,place,latitude,51.4642201,longitude,5.795067900000049,name,Deurne
771,place,latitude,55.4144014,longitude,12.14493103,name,Herfølge
1845,place,latitude,52.091667,longitude,5.117778,name,Utrecht
683,place,latitude,54.81437604,longitude,11.906301436,name,Falster Tingsted
697,place,latitude,57.16692875,longitude,9.747946453,name,Åby ved Åbybro
3355,place,latitude,50.9052194,longitude,5.78067490000001,name,Ulestraten
459,place,latitude,55.36278196,longitude,11.257185473,name,Ormitslev Vemmelev sogn
3908,place,latitude,52.015672,longitude,4.2596951000000445,name,Kwintsheul
575,place,latitude,55.59419104,longitude,12.181139468,name,Tune ved Tåstrup Sjæll
869,place,latitude,56.58423344,longitude,9.853168487,name,Glenstrup ved Hobro
1423,place,latitude,51.9086097,longitude,5.566679199999953,name,Ochten
3734,place,latitude,51.974861,longitude,4.9451478,name,Lopik
3738,place,latitude,52.0073727,longitude,4.9803792,name,Benschop
213,place,latitude,,longitude,,name,Stargard
2072,place,latitude,53.2412017,longitude,6.0185262,name,Kuikhorne
69,place,latitude,,longitude,,name,Parchim
4156,place,latitude,51.9323151,longitude,4.8776587,name,Langerak
3643,place,latitude,51.3197162,longitude,5.3574995,name,Bergeijk
3960,place,latitude,52.1116787,longitude,4.8439706,name,Zegveld
2114,place,latitude,51.8325697,longitude,5.9299505,name,Beek-Ubbergen
1168,place,latitude,52.0802845,longitude,5.126361699999961,name,Utrecht
1221,place,latitude,51.8316905,longitude,5.257014700000013,name,Waardenburg
1676,place,latitude,51.2131008,longitude,5.7310347,name,Tungelroy
2756,place,latitude,51.4847546,longitude,3.95963129999996,name,Land van Hulst
1167,place,latitude,51.9806962,longitude,5.122292199999947,name,Hagestein
1953,place,latitude,53.2524947,longitude,6.1503754,name,Buitenpost
2750,place,latitude,51.3217174,longitude,3.6167632,name,IJzendijke
3427,place,latitude,51.8700936,longitude,5.9561843,name,Kommerdijk
3305,place,latitude,51.4141759,longitude,5.821055,name,Liessel
2087,place,latitude,51.931637,longitude,6.13074700000004,name,Didam
66,place,latitude,,longitude,,name,Büchen
929,place,latitude,53.0493736,longitude,5.8341466,name,Akkrum
1061,place,latitude,52.2994652,longitude,5.2433925,name,Huizen
1284,place,latitude,51.8927468,longitude,5.293555500000025,name,Buurmalsen
4070,place,latitude,51.715221,longitude,5.05355229999998,name,Drongelen
1287,place,latitude,52.1401901,longitude,5.5841508999999405,name,Barneveld
1198,place,latitude,51.8901708,longitude,5.265579500000058,name,No name
454,place,latitude,55.5717187,longitude,12.09461913,name,Ramsømagle
696,place,latitude,57.15011259,longitude,9.807193102,name,Bjærgsted
3186,place,latitude,51.3684598,longitude,5.8667024,name,Neerkant
15,place,latitude,,longitude,,name,Bartelshagen
21,place,latitude,,longitude,,name,Röbel/Müritz
3915,place,latitude,51.4818459,longitude,5.423858600000017,name,Eindhoven
1911,place,latitude,53.1743619,longitude,6.1983669,name,Opende
2395,place,latitude,53.1460571,longitude,6.1052008,name,Rottevalle
2523,place,latitude,53.1347884,longitude,6.0555258,name,Opeinde
702,place,latitude,56.01610814,longitude,12.57343889,name,Helsingør
155,place,latitude,,longitude,,name,Jabel
3540,place,latitude,51.4243292,longitude,5.4573793,name,Eindhoven
579,place,latitude,55.34147767,longitude,12.25061662,name,Stevns
1314,place,latitude,51.7300332,longitude,5.324021799999969,name,Empel
2527,place,latitude,52.8015307,longitude,4.7558219,name,Schagerbrug
3179,place,latitude,52.569017,longitude,6.531176899999991,name,Rheezerveen
3220,place,latitude,51.8170069,longitude,5.0037508,name,Woudrichem
560,place,latitude,56.72201154,longitude,9.502534409,name,Borre
129,place,latitude,,longitude,,name,Dütschow
3796,place,latitude,51.9041025,longitude,4.944463,name,Noordeloos
1926,place,latitude,53.2624507,longitude,6.0760993,name,Kollumerzwaag
3421,place,latitude,51.8786623,longitude,5.9881369,name,Hulhuizen
121,place,latitude,,longitude,,name,Neukloster
132,place,latitude,,longitude,,name,Passin
2080,place,latitude,53.1532187,longitude,6.143244,name,Houtigehage
4174,place,latitude,51.5317535,longitude,6.108917700000006,name,Blitterswijck
1813,place,latitude,51.9821438,longitude,5.752274,name,Heelsum
1158,place,latitude,51.8098893,longitude,5.1790214000000105,name,Nieuwaal
3130,place,latitude,51.3946825,longitude,4.3335782,name,Ossendrecht
1999,place,latitude,53.2524947,longitude,6.15037540000003,name,Buitenpost
1193,place,latitude,51.9434316,longitude,5.139048099999968,name,Zijderveld
3013,place,latitude,52.3377894,longitude,6.114125300000069,name,Olst
3564,place,latitude,51.4436419,longitude,5.340608,name,Wintelre
182,place,latitude,,longitude,,name,Waren
1294,place,latitude,51.9561076,longitude,5.240044799999964,name,Culemborg
1821,place,latitude,51.8784055,longitude,5.5909275,name,Puiflijk
960,place,latitude,51.7851101,longitude,5.05489090000003,name,Andel
