Name;Size;"First name";"Last name";Downloads;Date;Path
.gitignore;182;Holger;Meyer;0;"24.11.2022 15:54";.gitignore
werewolf-edges.csv;174284;Holger;Meyer;2;"17.11.2022 15:13";werewolf-edges.csv
werewolf-nodes.csv;148299;Holger;Meyer;0;"17.11.2022 15:13";werewolf-nodes.csv
witches-dk-edges.csv;589758;Holger;Meyer;0;"17.11.2022 15:13";witches-dk-edges.csv
witches-dk-nodes.csv;329784;Holger;Meyer;0;"17.11.2022 15:13";witches-dk-nodes.csv
witches-edges.csv;2551293;Holger;Meyer;0;"24.11.2022 15:54";witches-edges.csv
witches-nodes.csv;1060058;Holger;Meyer;0;"24.11.2022 15:54";witches-nodes.csv
