id,label,properties
23899,place,lat,51.2975,long,5.441667000000052,name,Borkel en Schaft
5977,place,lat,56.59671241,long,9.90038732,name,V-Tørslev ved Hobro
11733,place,lat,52.6809113,long,5.949371000000042,name,Vollenhove
7139,place,lat,56.15817284,long,10.108138291,name,Brabrand ved Århus
7540,place,lat,57.61903603,long,10.309752127,name,Heden ved Albæk
3319,place,lat,55.93511271,long,9.626282517,name,Fovling
26546,place,lat,54.06267,long,12.17862,name,Kessin
27106,place,lat,53.36404,long,11.79754,name,Groß Godems
6093,place,lat,56.80774672,long,8.403852027,name,Bedsted
7545,place,lat,57.44038976,long,10.406857894,name,Åsted ved Frederikshavn
16818,place,lat,51.7589248,long,5.7383579,name,Grave
26372,place,lat,,long,,name,_UNBEKANNT
3330,place,lat,55.59473397,long,9.66542509,name,Bredstrup
7528,place,lat,56.49923012,long,10.12903027,name,Lindbjærg
13146,place,lat,53.2374865,long,5.5498319,name,Tzummarum
26237,place,lat,53.75738,long,11.80280,name,Klein Görnow
25445,place,lat,53.33184,long,13.09643,name,Altstrelitz
2018,place,lat,55.52436802,long,12.11926659,name,Kirke-Skjensved
4936,place,lat,54.9699841,long,9.076964809,name,Snogbæk
3088,place,lat,55.38319879,long,9.576526095,name,Hejls
8371,place,lat,55.52789558,long,8.654135117,name,Grimstrup
3113,place,lat,56.96651518,long,9.681212881,name,Vogslev
11882,place,lat,52.8566917,long,6.075142199999959,name,No name
25876,place,lat,54.02434,long,12.48834,name,Vilz
1450,place,lat,57.38471485,long,10.115571686,name,Barsholt Vendsyssel
4998,place,lat,56.1483529,long,9.471104781,name,Funder ved Silkeborg
1088,place,lat,56.99574905,long,8.616852176,name,Øster-Vandet
4034,place,lat,56.84640941,long,9.813350265,name,Fløø
7032,place,lat,56.96547142,long,9.26240033,name,Løgstør
14041,place,lat,53.2193835,long,6.5665018,name,Groningen
6336,place,lat,57.58773669,long,10.1928376,name,Tværsted
6394,place,lat,56.20847193,long,9.744901662,name,Holmstol ved Silkeborg
24221,place,lat,51.9273544,long,4.8077745000001,name,Ammerstol
1709,place,lat,56.76151304,long,9.881541318,name,Store-Arden
7256,place,lat,56.93022611,long,9.348119023,name,Vindblæs ved Løgstør
7000,place,lat,55.28568455,long,11.347286407,name,Skjelskjør Egeslevmagle
1313,place,lat,55.45078486,long,8.9366792,name,Lervad mark Føvling Holsted
18465,place,lat,51.5772562,long,3.6187496,name,Vrouwenpolder
10281,place,lat,51.7875937,long,5.340898599999946,name,Alem
14817,place,lat,53.0824994,long,6.0439752,name,Boornbergum
11824,place,lat,51.5236773,long,5.064194799999996,name,Goirle
2070,place,lat,56.73839505,long,8.98445405,name,Hegnets mølle
26317,place,lat,53.67822,long,12.38891,name,Wilsen
24034,place,lat,51.8744633,long,4.9753367000001,name,Hoogblokland
23272,place,lat,52.0094799,long,4.5384196,name,Bleiswijk
811,place,lat,56.16917342,long,9.351477838,name,Engesvang Moselund
1461,place,lat,55.57076895,long,9.749485062,name,Fredericia
20970,place,lat,50.97278,long,4.70007,name,Werchter
24861,place,lat,52.6630533,long,5.5989465,name,Urk
10058,place,lat,52.1429096,long,4.401212900000019,name,No name
1634,place,lat,55.08975669,long,12.11865563,name,Stavreby
24377,place,lat,51.9747541,long,4.61587729999997,name,Nieuwerkerk aan Den IJssel
4848,place,lat,55.07592424,long,9.213132412,name,Hellevad
9755,place,lat,51.757362,long,5.1073758,name,Wijk en Aalburg
23560,place,lat,53.1500314,long,5.8050965,name,Wirdum
6930,place,lat,56.70731465,long,10.036266919,name,Vive ved Hobro
26267,place,lat,,long,,name,Dümmerhütte
4577,place,lat,55.84903122,long,10.57176875,name,Stavns
11219,place,lat,51.9330254,long,5.629707,name,Opheusden
8166,place,lat,56.16685115,long,10.195063132,name,Aarhus
8249,place,lat,56.41466039,long,9.288273773,name,Finderup
4272,place,lat,56.78036175,long,9.04102754,name,Selde
23510,place,lat,43.0804511,long,-96.1619784,name,Sioux Center
5880,place,lat,56.74399764,long,8.622884048,name,Glomstrup
26681,place,lat,53.69404,long,11.01475,name,Roggendorf
25746,place,lat,53.53656,long,12.54448,name,Jabel
7770,place,lat,57.47709661,long,10.4799494,name,Jerup Hede
7091,place,lat,55.89344365,long,10.001948856,name,Ås ved Horsens
7436,place,lat,55.71165991,long,9.552163704,name,Ribevejen Vejle
2432,place,lat,57.36224501,long,10.00262436,name,Guldager
18472,place,lat,51.2937002,long,4.16135570000006,name,Nieuw Namen
11276,place,lat,51.6015073,long,5.6062082,name,Erp
4633,place,lat,56.09391203,long,8.266939243,name,Rindum
24272,place,lat,52.0383956,long,5.017741999999998,name,IJsselstein
4031,place,lat,56.11098135,long,9.881825466,name,Hårby ved Skanderborg
7938,place,lat,56.43840428,long,8.642019645,name,Hjerm
12293,place,lat,53.1673127,long,5.9703906,name,Garyp
4971,place,lat,56.27433361,long,8.656149462,name,Vinding
25920,place,lat,53.38220,long,11.66360,name,Brenz
24555,place,lat,52.0263009,long,5.55443089999994,name,Veenendaal
9667,place,lat,51.8081653,long,4.891847999999982,name,Werkendam
23334,place,lat,52.0177649,long,5.0403003,name,IJsselstein
7980,place,lat,56.14219771,long,8.952670337,name,Gullestrup Herning
25543,place,lat,54.10560,long,11.61170,name,Alt Gaarz
8290,place,lat,55.63608257,long,12.63855722,name,Kastrup
20936,place,lat,51.4814217,long,5.4816273,name,Eindhoven
4686,place,lat,55.47592324,long,9.142558547,name,Vejen mose
2532,place,lat,56.8684854,long,10.06299816,name,Skibsted
11329,place,lat,51.4308295,long,4.1121385,name,Krabbendijke
21610,place,lat,51.4918817,long,5.5241382,name,Nederwetten
5242,place,lat,55.42077137,long,8.420130361,name,Fanø
20251,place,lat,52.5724313,long,6.114068699999962,name,No name
2911,place,lat,57.36607902,long,9.834224822,name,Børglum kloster
16314,place,lat,53.1776214,long,6.002482900000018,name,No name
3071,place,lat,56.52741547,long,8.382105261,name,Fabjærg
4977,place,lat,55.79863714,long,9.938002407,name,Skjolde
22668,place,lat,51.8860922,long,5.92783,name,Haalderen
18930,place,lat,52.2503032,long,6.2860997000000225,name,Bathmen
6032,place,lat,55.80248958,long,11.4397201,name,Vindekilde
8177,place,lat,56.13579896,long,9.157621414,name,Ikast
23571,place,lat,52.9003905,long,5.39941,name,Molkwerum
10893,place,lat,52.364464,long,6.93864659999997,name,Volthe
6645,place,lat,55.65521253,long,11.21334063,name,Snæveris skov
21121,place,lat,53.0133612,long,7.0539137,name,Barlage
24028,place,lat,51.3127295,long,3.9116860000000315,name,No name
27054,place,lat,53.43153,long,11.19114,name,Hagenow
22271,place,lat,51.3086558,long,3.3879194999999527,name,Sluis
4129,place,lat,57.56519257,long,10.10652524,name,Uggerby
5610,place,lat,55.34548624,long,11.29055466,name,Erdrup
22479,place,lat,51.4159333,long,5.4400315,name,Eindhoven
1471,place,lat,56.4446316,long,10.28306119,name,Favsing
24806,place,lat,51.58307,long,4.7769505,name,Breda
6780,place,lat,55.84747798,long,9.588266229,name,Uldum
23596,place,lat,52.9390327,long,4.725302,name,Den Helder
5166,place,lat,56.40971311,long,10.3149813,name,Øster-Alling
27087,place,lat,53.53490,long,13.03364,name,Klein Lukow
8212,place,lat,55.63991829,long,9.603834832,name,Skjærup
18432,place,lat,51.4940309,long,3.8496815,name,No name
20998,place,lat,52.7548724,long,7.0416603,name,Barger-Compascuum
20160,place,lat,52.9640872,long,7.1011068,name,Jipsingboertange
5460,place,lat,56.69700668,long,9.067879693,name,Vejsmark
18081,place,lat,53.1264573,long,6.3455661,name,Zevenhuizen
16874,place,lat,52.5887299,long,4.978728,name,Beets
21465,place,lat,51.73128999999999,long,3.7714449999999715,name,No name
6898,place,lat,56.07811135,long,9.835637099,name,Illerup
23276,place,lat,52.0766777,long,4.5430066,name,Benthuizen
3897,place,lat,57.17978982,long,9.965569415,name,Ajstrup
11729,place,lat,52.3909176,long,6.049638,name,Heerde
19836,place,lat,52.9030766,long,7.0489563,name,Ter Apelkanaal
24600,place,lat,51.8812375,long,5.11279839999997,name,Asperen
22260,place,lat,51.9769898,long,6.809951299999966,name,Ratum
26198,place,lat,53.82072,long,12.28057,name,Glasewitz
4818,place,lat,55.96646262,long,9.751572249,name,Sattrup Østbirk
1254,place,lat,56.48055705,long,8.605838605,name,Gimsing
18455,place,lat,51.467957,long,3.6055656,name,Oost-Souburg
3072,place,lat,56.97051219,long,8.488202989,name,Vang
15431,place,lat,53.233302,long,6.0906307,name,Twijzel
5318,place,lat,55.7971772,long,10.55570458,name,Krogsgården
5072,place,lat,56.57867744,long,9.390249346,name,Nørre-Rind
5034,place,lat,55.77058218,long,9.24202741,name,Lindeballe ved Vejle
5886,place,lat,55.47497568,long,8.484688846,name,Jærne
11384,place,lat,52.0761581,long,4.3625406,name,Voorburg
6246,place,lat,56.26357453,long,10.30400662,name,Åstrup
8441,place,lat,55.11549753,long,8.953060805,name,Nørre-Løgum
22424,place,lat,51.4222631,long,5.370022800000015,name,Oerle
25711,place,lat,53.34683,long,12.65060,name,Solzow
107,place,lat,54.14961,long,12.22083,name,Mönchhagen
21339,place,lat,52.9296213,long,6.7925791,name,Borger
603,place,lat,55.45303825,long,10.65777485,name,Kjærteminde
26637,place,lat,,long,,name,Warsow
3370,place,lat,56.07811135,long,9.835637099,name,Firgårde
7870,place,lat,56.38726949,long,8.996112902,name,Haderup
6478,place,lat,55.36615198,long,10.36660623,name,Hjallese
22454,place,lat,51.4196789,long,5.2884532,name,Vessem
26982,place,lat,,long,,name,Laasch
17689,place,lat,50.789439,long,5.95455459999994,name,No name
537,place,lat,56.85858438,long,9.856123309,name,Støvring Himmerland
3769,place,lat,57.4626313,long,10.2503403,name,Hørmested
641,place,lat,55.73466966,long,10.94768309,name,Refsnæs
24622,place,lat,51.7984298,long,5.0241608,name,Rijswijk
4968,place,lat,55.80010134,long,9.177334856,name,Langlund mølle
24819,place,lat,52.6423654,long,5.060212399999955,name,Hoorn
656,place,lat,56.51842152,long,8.465269174,name,Gudum
9288,place,lat,51.7851101,long,5.05489090000003,name,Andel
21877,place,lat,51.4642201,long,5.7950679,name,Deurne
2717,place,lat,56.265473,long,8.794384,name,Avlum
3303,place,lat,55.69568351,long,9.249344051,name,Bindeballe
18581,place,lat,51.4557231,long,3.8518473,name,Nisse
8004,place,lat,55.45511559,long,9.473370792,name,Vonsild
858,place,lat,56.53164726,long,10.11913347,name,Linde
10069,place,lat,52.9476012,long,6.623058600000036,name,No name
10161,place,lat,51.8018021,long,5.335490899999968,name,Rossum
6331,place,lat,57.46253693,long,9.784578592,name,Lønstrup
10650,place,lat,52.3149047,long,6.987414899999976,name,De Lutte
1248,place,lat,55.06049031,long,8.947817719,name,Løgumkloster
3514,place,lat,57.16692875,long,9.747946453,name,Fristrup
20179,place,lat,52.766667,long,6.966667,name,Barger- Oosterveld
7973,place,lat,56.55599601,long,9.556767572,name,Hersom
7132,place,lat,56.51132499,long,8.168180906,name,Dybe
8379,place,lat,55.11536159,long,9.359866741,name,Øster-Løgum
12241,place,lat,53.246504,long,6.0467823,name,Zwagerbosch
5437,place,lat,56.40107065,long,9.953413543,name,Jebjærg
23253,place,lat,52.9715521,long,5.605224000000021,name,Heeg
1269,place,lat,54.85569982,long,10.514283487,name,Ommel Ærø Marstal
19034,place,lat,52.920981,long,6.5696547,name,Hooghalen
20325,place,lat,52.9390178,long,7.1316464,name,Ter Borg
7024,place,lat,54.99164443,long,12.34315195,name,Pollerup
21004,place,lat,53.1424984,long,7.0367877,name,Winschoten
11089,place,lat,52.355973,long,6.8433511000000635,name,Weerselo
10738,place,lat,51.41063399999999,long,6.0262189000000035,name,Sevenum
12247,place,lat,53.2801424,long,6.1477459,name,Kollum
20841,place,lat,53.1350842,long,6.8689358,name,Muntendam
3114,place,lat,57.47912237,long,9.852026054,name,Klithuse
5411,place,lat,56.85728982,long,9.258297242,name,Overlade
1857,place,lat,56.60811234,long,10.22994745,name,Råby
3414,place,lat,56.61326781,long,8.569313139,name,Helleris mølle
3794,place,lat,57.54013728,long,10.09111504,name,Mygdal
584,place,lat,57.00149578,long,10.038487917,name,Romdrup ved Ålborg
24253,place,lat,51.8503556,long,4.8906273,name,Giessenburg
1897,place,lat,56.62822779,long,9.343590001,name,Sundstrup Uldbjærg Himmerland
3185,place,lat,56.79001184,long,9.219988509,name,Strandby
378,place,lat,56.2106994,long,10.20345653,name,Egå
19804,place,lat,51.6571154,long,5.030593599999975,name,Kaatsheuvel
9269,place,lat,53.2182273,long,6.1608938,name,Augustinusga
21069,place,lat,53.0001605,long,7.0894617,name,Harpel
23597,place,lat,38.9178027,long,-94.3802649,name,Lee's Summit
10915,place,lat,52.364464,long,6.93864659999997,name,No name
4015,place,lat,56.01610814,long,12.57343889,name,Helsingør
5307,place,lat,55.1049871,long,12.03285693,name,Ammendrup
7561,place,lat,57.38471485,long,10.11557169,name,Klarup hede
628,place,lat,56.43289346,long,8.90740872,name,Navtrup
5498,place,lat,57.06520776,long,10.12013506,name,Vester-Hassing
5659,place,lat,55.88771326,long,9.893080089,name,Serritslev ved Horsens
276,place,lat,55.88758037,long,9.561117793,name,Åle pigeskole
16371,place,lat,51.9120668,long,4.34943659999999,name,Vlaardingen
5213,place,lat,57.15092785,long,10.01192636,name,Møgelbjærg
6095,place,lat,56.78586967,long,8.416933297,name,Grurup
3804,place,lat,56.57432659,long,8.786327093,name,Andbæk Ø-Lem ved Ringkjøbing
6896,place,lat,56.00244817,long,9.767680626,name,Yding
7520,place,lat,56.46304019,long,8.715222234,name,Handbjærg hovgård
21234,place,lat,52.8592321,long,7.05992600000002,name,De Maten
25929,place,lat,54.17683,long,12.08556,name,Warnemünde
7019,place,lat,55.42732747,long,11.98310823,name,Slimminge
7774,place,lat,55.77058218,long,9.24202741,name,Lindeballe skov
4867,place,lat,55.51612464,long,10.658636495,name,Hersnab Hindsholmen
3353,place,lat,56.17590402,long,8.739724267,name,Timring
5995,place,lat,56.73474316,long,9.270238325,name,Fovlum Himmerland
26294,place,lat,53.45907,long,13.58365,name,Woldegk
24031,place,lat,51.8744633,long,4.9753367,name,Hoogblokland
10265,place,lat,51.7933372,long,5.380537000000004,name,Maren
5326,place,lat,55.51225264,long,10.17396194,name,Esterbølle
19525,place,lat,52.142736,long,6.19605839999997,name,Zutphen
20278,place,lat,53.0697175,long,7.0748337,name,Wedde
2773,place,lat,57.47912237,long,9.852026054,name,Sønderlev Skallerup Vendsyssel
24494,place,lat,51.6915836,long,4.98294639999995,name,Capelle
5293,place,lat,55.17756856,long,11.75351597,name,Gavnø
11738,place,lat,53.2764463,long,5.6570979,name,Sint Annaparochie
968,place,lat,56.69700668,long,9.067879693,name,Eskjær
11374,place,lat,51.3849667,long,5.712366800000041,name,No name
5129,place,lat,57.10595107,long,9.000990505,name,Lild
7274,place,lat,55.88771326,long,9.893080089,name,Serritslev
18487,place,lat,51.5634575,long,3.4998639,name,Domburg
4183,place,lat,55.67283345,long,9.438583161,name,Mejsling
4663,place,lat,56.43289346,long,8.90740872,name,Abildgård Navtrup
1817,place,lat,56.26873003,long,10.210493523,name,Todbjærg Århus
5682,place,lat,56.43195376,long,10.37605989,name,Avning
4005,place,lat,55.8261813,long,10.0789662,name,Hjarnø
7426,place,lat,55.58573142,long,9.491932627,name,Blåkjær skov ved Kolding
9929,place,lat,52.354183,long,5.9220626999999695,name,Tongeren
967,place,lat,56.70268186,long,9.128316367,name,Tise
4339,place,lat,55.96474501,long,10.552904974,name,Nordby Samsø
10555,place,lat,53.1550263,long,4.869655899999998,name,De Cocksdorp
5769,place,lat,56.51842152,long,8.465269174,name,Remmer
4466,place,lat,55.04862654,long,9.411654496,name,Åbenrå
7150,place,lat,56.23160484,long,10.13932658,name,Ølsted
4530,place,lat,56.34493833,long,10.63684485,name,Nødager
23388,place,lat,52.0823259,long,4.7460844,name,Bodegraven
21081,place,lat,52.7236641,long,6.7495309,name,Wachtum
22602,place,lat,51.3659873,long,5.1728762,name,Reusel
6127,place,lat,57.72685939,long,10.56422311,name,Randerød
20921,place,lat,52.5625397,long,6.1193328,name,Genne
5297,place,lat,55.46759288,long,9.505835151,name,Dalby
10463,place,lat,51.8065563,long,5.439997100000028,name,Lith
10319,place,lat,51.6898836,long,4.904316300000005,name,No name
3183,place,lat,55.40369148,long,8.802762388,name,Hjortlund ved Ribe
5149,place,lat,55.06815377,long,14.92711625,name,Åker
9842,place,lat,51.7330603,long,5.052552099999957,name,Eethen
6885,place,lat,55.21933629,long,10.60044103,name,Ravndrup
9102,place,lat,52.4968694,long,5.0727015,name,Volendam
12563,place,lat,52.091667,long,5.117778000000044,name,Utrecht
3339,place,lat,56.11098135,long,9.881825466,name,Hårby bro
7814,place,lat,56.69700668,long,9.067879693,name,Mogenstrup
186,place,lat,53.84877,long,11.98279,name,Bützow
8615,place,lat,55.50873808,long,10.0367129,name,Øred
11000,place,lat,52.3116551,long,6.926828300000011,name,Oldenzaal
8010,place,lat,55.19464609,long,8.730184887,name,Brøns
10587,place,lat,53.44056399999999,long,5.658765899999935,name,No name
19918,place,lat,52.8592321,long,7.059926,name,De Maten
312,place,lat,55.37155702,long,11.62268931,name,Næsby
7905,place,lat,56.363111,long,9.507208,name,Brandstrup
1078,place,lat,56.49910583,long,8.261984066,name,Lomborg
3662,place,lat,56.72059777,long,8.865054256,name,Vile
8430,place,lat,57.52981312,long,9.944358793,name,Tornby
19078,place,lat,53.0707014,long,7.1148494000000255,name,No name
25868,place,lat,53.82267,long,12.79113,name,Neukalen
5104,place,lat,57.42516618,long,10.136885641,name,Skibsby
26214,place,lat,53.51961,long,12.43975,name,Silz
924,place,lat,56.69700668,long,9.067879693,name,Slejtrup
1588,place,lat,56.43441356,long,8.775258351,name,Ryde
11834,place,lat,53.3812415,long,6.860004099999969,name,Bierum
26259,place,lat,53.97460,long,11.46557,name,Fährdorf
21461,place,lat,51.4601331,long,3.9037100000000464,name,No name
3689,place,lat,55.53421698,long,10.67239199,name,Langø
11135,place,lat,50.8659457,long,6.070548599999938,name,Kerkrade
3956,place,lat,57.35331082,long,9.945173718,name,Vrå højskole
26907,place,lat,53.30545,long,13.14698,name,Fürstensee
9541,place,lat,51.8176296,long,5.21162419999996,name,Haaften
6862,place,lat,57.36109528,long,10.40375545,name,Karup
7229,place,lat,55.65757088,long,9.400664681,name,Ødsted
3706,place,lat,55.61861785,long,11.21559751,name,Kildeklinte
3058,place,lat,56.01132805,long,9.845598722,name,Tåning
7584,place,lat,55.46453395,long,12.11021698,name,Lellinge
11530,place,lat,52.3582599,long,6.593873,name,Wierden
11109,place,lat,52.30816859999999,long,6.521349299999997,name,Rijssen
25925,place,lat,53.94182,long,11.78557,name,Goldberg
26241,place,lat,54.13239,long,12.28946,name,Poppendorf
23866,place,lat,51.5236773,long,5.0641948,name,Goirle
3238,place,lat,55.54827105,long,11.28001532,name,Hallenslev
20149,place,lat,52.994927,long,7.1491862,name,Wollinghuizen
4705,place,lat,55.36384026,long,8.732442738,name,Farup
6395,place,lat,56.2073677,long,9.809105916,name,Røgind skov
15692,place,lat,53.0995009,long,6.034125,name,De Wilgen
2181,place,lat,57.5422646,long,10.199220351,name,Bindslev Vendsyssel
3229,place,lat,57.49944519,long,9.944959444,name,Vidstrup
24149,place,lat,51.511394,long,5.498219199999994,name,No name
6822,place,lat,56.67529905,long,10.09445251,name,Assens
21469,place,lat,51.7130521,long,3.9518196000000216,name,No name
6036,place,lat,55.53920625,long,11.59056834,name,Søltofte
6872,place,lat,55.71878903,long,8.604901234,name,Tirstrup
2525,place,lat,55.88982838,long,9.653661377,name,Rask mølle ved Horsens
5375,place,lat,56.76993809,long,9.974770364,name,Madum Sø
25516,place,lat,54.18406,long,12.43056,name,Bartelshagen
11392,place,lat,52.2537461,long,5.2612754,name,Eemnes
1629,place,lat,55.6159675,long,8.331309811,name,Billum Varde
27069,place,lat,53.33153,long,11.38976,name,Kummer
5096,place,lat,56.98422923,long,9.468478787,name,Krastrup
8205,place,lat,55.96506418,long,9.389994959,name,Boest
25665,place,lat,53.25377,long,11.84255,name,Platschow
3160,place,lat,57.4626313,long,10.2503403,name,Hesselbakke
1280,place,lat,55.92840987,long,9.867751607,name,Gjedved
349,place,lat,56.90035888,long,10.08007591,name,Refsnæs
6205,place,lat,55.50739674,long,11.52566098,name,Rude-Eskildstrup
4718,place,lat,56.55223769,long,9.406829622,name,Skringstrup
20215,place,lat,52.9567772,long,7.0387702000000445,name,Mussel
1077,place,lat,56.26451832,long,8.24156208,name,Staby Ulfborg
22510,place,lat,51.4176337,long,5.40602089999993,name,Veldhoven
22934,place,lat,51.3086378,long,5.2946013,name,Weebosch
5755,place,lat,55.48575526,long,10.25423316,name,Ørritslev
5049,place,lat,56.78461746,long,9.674639474,name,Åstrup
7138,place,lat,56.28251394,long,10.76863181,name,Hyllested
5384,place,lat,55.6159675,long,8.331309811,name,Hannevang Billum ved Varde
6040,place,lat,57.27277164,long,9.944203835,name,V -Brønderslev
7368,place,lat,55.60815789,long,9.722719753,name,Igeskov
7031,place,lat,57.03840111,long,9.333541222,name,Sønderstrupgård
21474,place,lat,51.2741027,long,5.576350600000069,name,Budel
20195,place,lat,52.8567203,long,6.9875144,name,Nieuw-Weerdinge
7432,place,lat,55.97300374,long,9.861442904,name,Tebstrup Ovsted Skanderborg
3308,place,lat,56.01132805,long,9.845598722,name,Lille-Tåning
3367,place,lat,55.75406825,long,9.416120428,name,Jelling
10774,place,lat,51.7024505,long,5.984582600000067,name,Ottersum
9680,place,lat,51.8794348,long,5.134622900000068,name,Acquoy
18175,place,lat,53.2274219,long,5.975229600000034,name,Veenwoudsterwal
5052,place,lat,56.65591926,long,8.862267808,name,Krejbjærg
1047,place,lat,56.55608744,long,10.11196406,name,Hald
6804,place,lat,56.24995694,long,10.026993136,name,Foldby ved Hinnerup
26136,place,lat,53.27877,long,12.44088,name,Grabow
8190,place,lat,57.04020941,long,9.932149506,name,Aalborg
3343,place,lat,56.07811135,long,9.835637099,name,Boes
2759,place,lat,56.70268186,long,9.128316367,name,Havbjærg Tise Salling
3236,place,lat,55.61003819,long,11.295842035,name,Jordløse ved Værslev
22128,place,lat,51.5038039,long,5.7800695,name,Milheeze
6831,place,lat,57.16692875,long,9.747946453,name,Vedsted Åby
6144,place,lat,56.39629242,long,9.677104346,name,Hjermind
593,place,lat,55.10877067,long,10.16371716,name,Horne
6166,place,lat,55.74366106,long,11.426151237,name,Vallekilde højskole
8671,place,lat,56.56129543,long,9.678226182,name,Lindum
761,place,lat,56.45083072,long,8.311818592,name,Flyndergård
24408,place,lat,51.998047,long,4.77735949999999,name,Haastrecht
1351,place,lat,55.51612464,long,10.658636495,name,Dalby friskole Hindsholmen
4046,place,lat,54.9899554,long,12.286965143,name,Udby Møen
23602,place,lat,52.931879,long,5.677528,name,Doniawerstal
5097,place,lat,56.94930757,long,9.357601451,name,Hemdrup
11648,place,lat,51.4228919,long,5.5571356,name,Geldrop
5026,place,lat,57.07193063,long,9.926215087,name,Nørre-Sundby
3517,place,lat,56.6441,long,8.810434,name,Rødding
4202,place,lat,56.76276591,long,8.901085947,name,Sæby
5798,place,lat,56.52834942,long,9.347334789,name,Hjarbæk
9739,place,lat,51.9428408,long,5.309674500000028,name,Zoelmond
20457,place,lat,52.8813809,long,6.6456093,name,Elp
6161,place,lat,55.02772147,long,14.996145087,name,Bornholm
5461,place,lat,56.69700668,long,9.067879693,name,Breum kilde
11570,place,lat,52.5625397,long,6.119332799999938,name,No name
23877,place,lat,51.8220118,long,4.259275300000013,name,Zuidland
16842,place,lat,52.5167747,long,6.08302189999995,name,No name
11564,place,lat,52.8566917,long,6.0751422,name,Steggerda
24194,place,lat,52.084016,long,5.058389,name,Utrecht
8459,place,lat,55.26493871,long,9.672003198,name,Vrønding Mølle
810,place,lat,56.19449478,long,9.40914342,name,Kragelund
19009,place,lat,52.3422025,long,5.6367423,name,Harderwijk
5739,place,lat,56.67328465,long,10.14363148,name,Ajstrup
7860,place,lat,55.09054028,long,9.461470953,name,Løjt
21666,place,lat,51.653306,long,5.2943466,name,Vught
25312,place,lat,53.36323,long,13.06227,name,Neustrelitz
4764,place,lat,56.77982117,long,10.03168556,name,Tisted
909,place,lat,56.43629508,long,9.12694735,name,Dagbjærg
422,place,lat,56.19449478,long,9.40914342,name,Refshalegård Kragelund
18995,place,lat,52.507755,long,6.259667000000036,name,Dalfsen
4509,place,lat,56.71405477,long,9.3617377,name,Vester-Bølle
5789,place,lat,56.64886781,long,8.528511544,name,Sem
21370,place,lat,53.1940672,long,6.7802855,name,Froombosch
25397,place,lat,54.15822,long,11.95361,name,Nienhagen
3518,place,lat,56.59122572,long,8.786329451,name,Lem Salling
18558,place,lat,51.2668789,long,3.9094234,name,Axel
1733,place,lat,56.92882865,long,8.506288583,name,Sennels Ty
20434,place,lat,52.9786094,long,6.9059109,name,Drouwenermond
25487,place,lat,53.83433,long,12.04529,name,Zepelin
24716,place,lat,52.3929538,long,4.993593400000009,name,Ransdorp
5011,place,lat,56.40887366,long,10.64962174,name,Tøstrup
20827,place,lat,51.4191765,long,5.6821138,name,Lierop
6196,place,lat,55.99397479,long,10.19538302,name,Assendrup
2657,place,lat,55.89344365,long,10.00194886,name,Tyrrestrup
5407,place,lat,56.41067005,long,10.56303177,name,Nimtoft
11734,place,lat,52.3422025,long,5.636742300000037,name,Harderwijk
17516,place,lat,51.0006238,long,5.8864788,name,Sittard
3927,place,lat,55.85532153,long,9.485428767,name,Tørring ved Uldum
8065,place,lat,57.190227,long,10.103645,name,Kraghede
22070,place,lat,51.5045426,long,5.7401648,name,Bakel
8599,place,lat,56.76395447,long,9.012137677,name,Rørbæk
4760,place,lat,57.027583,long,9.682732,name,Klitgård
11073,place,lat,52.6268548,long,6.557130700000016,name,Slagharen
8838,place,lat,53.1406092,long,6.0262654,name,Nijega
26300,place,lat,53.45905,long,12.26476,name,Plau am See
72,place,lat,53.82876,long,11.38835,name,Beidendorf
5707,place,lat,57.03909867,long,9.885912857,name,Hasseris
11301,place,lat,52.514146,long,4.6821367,name,Heemskerk
23266,place,lat,51.9809619,long,4.8171551,name,Vlist
4073,place,lat,57.47709661,long,10.4799494,name,Jerup
6890,place,lat,55.42672846,long,9.292805506,name,Sønder-Bork
6066,place,lat,55.632333,long,8.28146,name,Skjødstrup
11546,place,lat,52.5806421,long,5.9337653,name,Grafhorst
6826,place,lat,55.57274748,long,10.36887143,name,Einsiedelsborg
8400,place,lat,57.32061766,long,9.864296369,name,Stenum
2182,place,lat,57.5422646,long,10.19922035,name,Bindslev
5586,place,lat,56.61377013,long,10.03486015,name,Skrødstrup
2047,place,lat,56.07811135,long,9.835637099,name,Svejstrup
2935,place,lat,56.33264336,long,10.10463297,name,Hadbjærg
10641,place,lat,52.2628522,long,7.0057853000000705,name,No name
5013,place,lat,55.49989519,long,10.64791633,name,Midskov
23688,place,lat,51.3288575,long,5.979434200000014,name,Panningen
13491,place,lat,53.1768959,long,6.05726779999998,name,Eastermar
2445,place,lat,55.05584055,long,9.33949841,name,Brunde
6139,place,lat,56.19556484,long,10.43906478,name,Tillemp
7592,place,lat,56.38610527,long,8.524199185,name,Navrbjærg
22278,place,lat,51.4823836,long,4.953306500000053,name,Alphen
2481,place,lat,55.89456335,long,9.846863275,name,Egebjærg
3600,place,lat,56.77518886,long,9.813870913,name,Rold
20733,place,lat,51.5781436,long,4.7433929,name,Breda
26114,place,lat,53.91765,long,11.53001,name,Rohlstorf
2854,place,lat,55.54197639,long,9.715213826,name,Erritsø
1175,place,lat,55.85061708,long,8.759631739,name,Påbøl
20666,place,lat,51.4687116,long,5.5555718,name,Nuenen
2082,place,lat,55.54116407,long,8.543344457,name,V-Nebel
7231,place,lat,55.35790098,long,9.207183768,name,Jels
