id,label,properties
6583,person,name,Jensen  Marinus
1606,person,name,Peder Kr  Madsen
4252,person,name,Jens Nielsen
213,person,name,J  Thomsen
2126,person,name,Karen Marie Mikkelsen
2161,person,name,Dorte Marie Nielsdatter
4521,person,name,Karen Toxværd
5300,person,name,Ane Sofie Thorsdatter
3020,person,name,Kr  Jensen
6728,person,name,P Jacobsen
3667,person,name,A  E  Jakobsen
6672,person,name,H  P  A  Christensen
3679,person,name,H P H Lovrup
1784,person,name,S  Brun
7507,person,name,Hansen  Ane Marie
321,person,name,J  C  Lund
1719,place,latitude,57.40131627,longitude,9.783136566,name,Lyngby
4981,place,latitude,56.34050984,longitude,9.256477602,name,Havredal
2234,place,latitude,57.00149578,longitude,10.038487917,name,Romdrup ved Ålborg
4940,place,latitude,56.2073677,longitude,9.809105916,name,Røgind skov
2038,place,latitude,56.65591926,longitude,8.862267808,name,Krejbjærg
942,place,latitude,56.34646653,longitude,10.455470164,name,Rostved ved Rønde
3119,place,latitude,56.80367274,longitude,9.418129599,name,Havbro Himmerland
2106,place,latitude,57.15092785,longitude,10.01192636,name,Grindsted
5861,place,latitude,56.80367274,longitude,9.418129599,name,Havbro
5802,place,latitude,56.16882659,longitude,9.786119041,name,Soning
8369,place,latitude,55.50873808,longitude,10.0367129,name,Øred
4622,place,latitude,55.61130034,longitude,9.565850055,name,Smedstrup Gadbjærg
6470,place,latitude,55.17876846,longitude,10.52468885,name,Trunderup
7788,place,latitude,56.82201514,longitude,9.97425461,name,Torup
8308,place,latitude,55.20076479,longitude,10.41244257,name,Findinge
6242,place,latitude,56.41067005,longitude,10.563031769,name,Nimtoft Kolind
2282,place,latitude,57.16692875,longitude,9.747946453,name,Rævhede Åby Vendsyssel
5159,place,latitude,56.77379815,longitude,9.33595226,name,Gjøttrup Himmerland
6859,place,latitude,55.632333,longitude,8.28146,name,Ål
8090,place,latitude,56.54652613,longitude,8.170824734,name,Vandborg
2051,place,latitude,55.88661551,longitude,9.914094923,name,Væær
1864,place,latitude,55.79600588,longitude,9.644592317,name,Båstrup
4206,place,latitude,55.17756856,longitude,11.75351597,name,Vejlø
4640,place,latitude,55.77870045,longitude,8.288715393,name,Nørre-Nebel
1844,place,latitude,55.77096642,longitude,9.32137834,name,Gadbjærg
288,place,latitude,56.38581059,longitude,10.47929094,name,Pindstrup
2964,place,latitude,55.46759288,longitude,9.505835151,name,Dalby
5737,place,latitude,55.40369148,longitude,8.802762388,name,Hjortlund ved Ribe
2740,place,latitude,56.2802359,longitude,9.825374213,name,Sale ved Bjerringbro
4826,place,latitude,55.59473397,longitude,9.66542509,name,Bredstrup ved Fredericia
4186,place,latitude,56.74399764,longitude,8.622884048,name,Glomstrup
4124,place,latitude,56.71055607,longitude,8.405438925,name,Ydby
5599,place,latitude,56.50255801,longitude,10.33760845,name,Bode
5620,place,latitude,56.40873851,longitude,10.74093245,name,Skjærvad
61,place,latitude,55.30099507,longitude,11.27076891,name,Boslunde
4962,place,latitude,56.10741748,longitude,9.774142165,name,Tulstrup
2008,place,latitude,55.77058218,longitude,9.24202741,name,Lindeballe ved Vejle
6868,place,latitude,55.80347868,longitude,8.237116665,name,Lønne
6427,place,latitude,55.91537141,longitude,10.0522261,name,Sondrup. Hundslund
7383,place,latitude,55.50882021,longitude,9.417535633,name,Harte
5849,place,latitude,56.07811135,longitude,9.835637099,name,Firgårde
1537,place,latitude,56.20929944,longitude,10.13094239,name,Kasted
7632,place,latitude,55.32125568,longitude,9.567400566,name,Fjends
8142,place,latitude,55.6296138,longitude,9.083271184,name,Vorbasse
941,place,latitude,56.29043477,longitude,10.48550918,name,Bregnet
4440,place,latitude,55.80164939,longitude,8.491629457,name,Lyne ved Tarum
2676,place,latitude,56.76087207,longitude,9.096684559,name,Jungetgård
5813,place,latitude,55.63840667,longitude,9.703704541,name,Mørkholt
8389,place,latitude,55.25084875,longitude,9.486309588,name,Haderslev
7496,place,latitude,56.15739616,longitude,8.926667212,name,Tjørring ved Herning
3649,place,latitude,55.88644525,longitude,11.146706498,name,Sejrø København
819,place,latitude,56.55206082,longitude,8.634571011,name,Sønderskov
5303,place,latitude,56.40594271,longitude,10.89117652,name,Bredstrup
6136,place,latitude,57.27219689,longitude,9.699649536,name,Fårup
3120,place,latitude,56.85728982,longitude,9.258297242,name,Overlade
5639,place,latitude,55.17876846,longitude,10.52468885,name,Kværndrup
3680,place,latitude,55.5895359,longitude,8.416660958,name,Alslev
4454,place,latitude,55.2383892,longitude,10.48172023,name,Sødinge
7212,place,latitude,55.50149263,longitude,8.422221756,name,Esbjærg
4323,place,latitude,56.82667681,longitude,9.027543829,name,Dalager Fur
6119,place,latitude,57.11528803,longitude,8.603895037,name,Hansted
6223,place,latitude,55.12626378,longitude,10.22554698,name,Svanninge
2482,place,latitude,56.02420768,longitude,9.732670109,name,Mos sø
5356,place,latitude,57.47912237,longitude,9.852026054,name,Sønder-Mølgård
6584,place,latitude,56.70731465,longitude,10.036266919,name,Vive ved Hobro
8309,place,latitude,55.20076479,longitude,10.41244257,name,Espe
4288,place,latitude,56.05291,longitude,8.406612,name,Lem
4746,place,latitude,55.13097468,longitude,10.499306724,name,Stenstrup ved Svendborg
4847,place,latitude,57.47709661,longitude,10.4799494,name,Strandby ved Frederikshavn
3134,place,latitude,56.23641891,longitude,8.874166206,name,Lille-Londebjærg Ørre
7937,place,latitude,56.27879324,longitude,8.17656268,name,Husby
6776,place,latitude,57.47709661,longitude,10.4799494,name,Jerup
6699,place,latitude,56.51842152,longitude,8.465269174,name,Gudum kloster
6694,place,latitude,55.41670096,longitude,8.790739354,name,Plovstrup ved Ribe
4608,place,latitude,55.99397479,longitude,10.19538302,name,Assendrup
6489,place,latitude,55.4144014,longitude,12.14493103,name,Tessebølle
6626,place,latitude,56.94828516,longitude,10.07121933,name,Gudum
7502,place,latitude,56.094473,longitude,9.970865,name,Jegsen
